sku,name,sale_price,brand,other_names,description,sold_in_quantity,positions,applications,replaces,hazmat,install_time,may_be_required,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,image_11_url,image_12_url,image_13_url,image_14_url,image_15_url,image_16_url,image_17_url,image_18_url,image_19_url,image_20_url,image_21_url,image_22_url,alto,largo,ancho,volumen,peso,listo,otros_nombres,descripcion,sat_id,category,alias,nombre,handle
PT9194716020,"Floor Mats, Carpet - Toyota (PT919-47160-20)",58.17,Toyota,Floor Mat,"Long-wearing, fade-resistant carpet Floor mats help keep your Interior looking new.\
 Precisely Engineered to fit your vehicle's Floor?\
 Skid- resistant backing and Driver-side quarter-turn fasteners help secure mat in position\
 Includes two front and two rear mats?\
 Features a Prius Logo with Hybrid Synergy Drive (HSD) pattern throughout the carpet\
 \
\
          \
          Fits PriusColor: Black Logo: Prius This Floor mat/liner was designed specifically for use in your model and model year vehicle and SHOULD NOT be used in any other vehicle. To avoid potential interference with Pedal opeRation, each mat must be secured with its fasteners. Do not install a Floor mat on top of an existing Floor mat/liner.?\
          \
          Helps protect the original carpet from wear and stainsDesigned to fit the vehicle’s floor patternMade of durable, fade resistant carpetingNibbed backing and quarter-turn fasteners (on the driver’s side) help keep mats in positionRemovable and easy to cleanFeatures a stylish vehicle logo.",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/0f510af5da8073b7f3b82139c4ba4572.webp,https://s3.amazonaws.com/rp-part-images/assets/731f44a0188cfda15ea56ddee685281b.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Tapete de piso,"Alfombrillas de alfombra duraderas y resistentes al desgaste que ayudan a mantener tu interior limpio. Diseñadas con precisión para ajustarse al patrón del piso del vehículo, incluyen un logotipo de Prius con el patrón de Hybrid Synergy Drive (HSD). Con respaldo antideslizante y sujetadores de giro de un cuarto en el lado del conductor para mantenerlas en posición. Removibles y fáciles de limpiar.",null,null,null,"Tapetes de piso, alfombra",floor-mats-carpet-toyota-pt919-47160-20-pt9194716020
PU06003180TP,Splash Guards - Toyota (PU060-03180-TP),83.91,Toyota,Mud Flap,"Help protect your paint Finish from road debris and the damage it causes. \
 Blend seamlessly with exterior styling \
 Set includes four mudguards  \
\
          \
          Fits Camry Color: Black Position: Front and Rear Quantity: 4 \
          \
          Help protect your paint finish from road debris and the damage it causes. Blend seamlessly with exterior stylingSet includes four mudguards.",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/dae553a03eec62b8cd697a4c96957fb5.webp,https://s3.amazonaws.com/rp-part-images/assets/ab32a053c9e048619a6dd229aa299efa.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,60,40,4800,1.5,null,Cubiertas de salpicadura,"Protege el acabado de pintura de los desechos de la carretera y los daños que causan.\
 Se integra perfectamente con el diseño exterior.\
 El juego incluye cuatro guardabarros.",null,null,null,Salpicaderas,splash-guards-toyota-pu060-03180-tp-pu06003180tp
PT9384213002,"Molding, Body Side, Black - Toyota (PT938-42130-02)",null,Toyota,Mold Body S RAV4,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the RAV4's exterior.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f79e3d0f4f21cd7c43af993cf5173531.webp,https://s3.amazonaws.com/rp-part-images/assets/7f89a550aeaee2be69eb0d096f1810f6.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Mold Body S RAV4,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del RAV4.",null,null,null,"Moldura lateral, negro",molding-body-side-black-toyota-pt938-42130-02-pt9384213002
PT41342191,"Fog Lights, High Performance Led - Toyota (PT413-42191)",null,Toyota,Fog Light,"High performance LED Fog lights seamlessly upgrade your vehicle's standard halogen Fog Lamps\
 Helps provide brighter light with higher lumen output for increased visibility\
 Extra wide coverage angle for increased visibility of vehicle surroundings\
\
          \
          Fits 4Runner, Highlander, RAV4, TundraFinish: Black \
          \
          Designed with asymmetric right and left lamps to help achieve excellent road illumination, they seamlessly integrate into the bumper and are fully tested to increase visibility and security on the road.Durable polycarbonate lens and housing resist UV rays that can cause cloudingWider view angles help to increase visibility during inclement weatherFully tested against vibration, corrosion, water intrusion, dust, temperature and weather conditions, impact, and chemical resistance.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/20a2e20b8a1178845c0232025d8613a8.webp,https://s3.amazonaws.com/rp-part-images/assets/8ebbb78be4c5e54fceaa684973418f3c.webp,https://s3.amazonaws.com/rp-part-images/assets/973d25809357f20971d923612b3ba0f1.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,15,3000,1.2,null,Luz antiniebla,Los faros antiniebla LED de alto rendimiento integran a la perfección diseño y funcionalidad. Ayudan a mejorar la visibilidad durante el mal tiempo y están completamente probados para resistir condiciones extremas.,null,null,null,Luces antiniebla LED de alto desempeño,fog-lights-high-performance-led-toyota-pt413-42191-pt41342191
PT9384716003,"Molding, Body Side, Hypersonic Red - Toyota (PT938-47160-03)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f67a2a47b890af2b58223937dec76b86.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, rojo Hypersonic",molding-body-side-hypersonic-red-toyota-pt938-47160-03-pt9384716003
PT9193422020,"Floor Mats, Carpet - Toyota (PT919-34220-20)",139.85,Toyota,"Floor Mats, Carpet, Front & Rear, Tun Cflm Black","Long-wearing, fade-resistant carpet floor mats help keep your interior looking new.• Precisely engineered to fit your vehicle's floor• Skid-resistant backing and driver-side quarter-turn fasteners help secure mat in position• Removable and easy to clean• Tundra logo adds a customized touch.",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/d22eced8e683b89d03a9ac278d723f79.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Tundra cflm negro,"Alfombrillas de alfombra duraderas y resistentes al desgaste que ayudan a mantener tu interior en buen estado. Diseñadas con precisión para ajustarse al piso del vehículo, incluyen respaldo antideslizante, sujetadores de giro de un cuarto en el lado del conductor, son removibles y fáciles de limpiar. Incluyen un logotipo de Tundra para un toque personalizado.",null,null,null,"Tapetes de piso, alfombra, delantero y trasero",floor-mats-carpet-toyota-pt919-34220-20-pt9193422020
PT29A4820113,Handler Bsm 218 Black - Toyota (PT29A-48201-13),173.41,Toyota,Door Molding,Body side moldings help protect against careless door swings and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finishBody side moldings follow the lower door styling lines to enhance the vehicle exterior.,null,null,null,PT29A-48200-03,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/fdc631bf4a0b72ea8440a255f983c922.webp,https://s3.amazonaws.com/rp-part-images/assets/3097bc8194028dfedd14a68c6e437e1b.webp,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/346990e1e3019aaf2b9ac128dd69b405.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/4fb3b01d11e56c0190467bba78b693d0.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/6e36b938b7dcf7423fbe4cdb77de03ef.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,10,2000,0.6,null,Moldura de puerta,"Las molduras laterales del cuerpo ayudan a proteger contra golpes de puertas y otros percances en estacionamientos, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo y siguen las líneas inferiores de las puertas para realzar la estética.",null,null,null,Moldura Handler 218 negro,handler-bsm-218-black-toyota-pt29a-48201-13-pt29a4820113
PT29A4820114,Handler Bsm 1J9 Silver - Toyota (PT29A-48201-14),173.41,Toyota,Door Molding,Body side moldings help protect against careless door swings and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finishBody side moldings follow the lower door styling lines to enhance the vehicle exterior.,null,null,null,PT29A-48200-04,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/cd45b5775c31de0ae3e5b7d93432db9f.webp,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/346990e1e3019aaf2b9ac128dd69b405.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/4fb3b01d11e56c0190467bba78b693d0.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/6e36b938b7dcf7423fbe4cdb77de03ef.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,10,2000,0.6,null,Moldura de puerta,"Las molduras laterales del cuerpo ayudan a proteger contra golpes de puertas y otros percances en estacionamientos, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo y siguen las líneas inferiores de las puertas para realzar la estética.",null,null,null,Moldura Handler 1J9 plata,handler-bsm-1j9-silver-toyota-pt29a-48201-14-pt29a4820114
PT29A4820115,Handler Bsm 3T3 Red - Toyota (PT29A-48201-15),173.41,Toyota,Door Molding,Body side moldings help protect against careless door swings and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finishBody side moldings follow the lower door styling lines to enhance the vehicle exterior.,null,null,null,PT29A-48200-05,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1dd2c0e203bf60354b0be83df3e61f85.webp,https://s3.amazonaws.com/rp-part-images/assets/1909622d32ae11481211ba0a18071e5f.webp,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/346990e1e3019aaf2b9ac128dd69b405.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/4fb3b01d11e56c0190467bba78b693d0.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/6e36b938b7dcf7423fbe4cdb77de03ef.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,10,2000,0.6,null,Moldura de puerta,"Las molduras laterales del cuerpo ayudan a proteger contra golpes de puertas y otros percances en estacionamientos, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo y siguen las líneas inferiores de las puertas para realzar la estética.",null,null,null,Moldura Handler 3T3 rojo,handler-bsm-3t3-red-toyota-pt29a-48201-15-pt29a4820115
PT29A4820117,Handler Bsm 8X8 Blue - Toyota (PT29A-48201-17),173.41,Toyota,Door Molding,Body side moldings help protect against careless door swings and other parking lot mishaps while adding a little extra exterior styleColor-matched to the exterior paint finishBody side moldings follow the lower door styling lines to enhance the vehicle exterior.,null,null,null,PT29A-48200-07,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/6184e59c0af34591c03b37a2589ba6d5.webp,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/346990e1e3019aaf2b9ac128dd69b405.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/4fb3b01d11e56c0190467bba78b693d0.png,https://dz310nzuyimx0.cloudfront.net/strapr1/bba17e9027517155446beb1134ddf2e4/6e36b938b7dcf7423fbe4cdb77de03ef.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,20,10,2000,0.6,null,Moldura de puerta,"Las molduras laterales del cuerpo ayudan a proteger contra golpes de puertas y otros percances en estacionamientos, mientras añaden un toque de estilo extra. Están pintadas a juego con el color exterior del vehículo y siguen las líneas inferiores de las puertas para realzar la estética.",null,null,null,Moldura Handler 8X8 azul,handler-bsm-8x8-blue-toyota-pt29a-48201-17-pt29a4820117
PT9084220020,TRD All-Weather Floor Liners - Toyota (PT908-42200-20),139.85,Toyota,Floor Liner,PARTS,null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/0d320d97c8d05e3700f5b72cd56a8378.webp,https://s3.amazonaws.com/rp-part-images/assets/e7b7bdb2c2b2bbe1c99e59fbcdedba42.gif,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Protector de piso,null,null,null,null,Tapetes todo clima TRD - (juego),trd-all-weather-floor-liners-toyota-pt908-42200-20-pt9084220020
PT73834221,Tun Rkrl D Cab Left - Toyota (PT738-34221),211.45,Toyota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,180,10,18000,7.5,null,null,null,null,null,null,Rock rail Tundra doble cabina izquierdo,tun-rkrl-d-cab-left-toyota-pt738-34221-pt73834221
PT9384716008,"Molding, Body Side, Blue Crush Metallic - Toyota (PT938-47160-08)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/90010fdd0076dbd411b58ca15c2580ec.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, azul metálico Blue Crush",molding-body-side-blue-crush-metallic-toyota-pt938-47160-08-pt9384716008
PK38912L00TF,Mdgrd Corolla Ft Srp - Toyota (PK389-12L00-TF),29.36,Toyota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,30,20,3000,0.6,null,N/A,null,null,null,null,Salpicaderas Corolla delanteras SRP,mdgrd-corolla-ft-srp-toyota-pk389-12l00-tf-pk38912l00tf
PK38912L00TR,Mdgrd Corolla Rear Srp - Toyota (PK389-12L00-TR),29.36,Toyota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,30,20,3000,0.6,null,N/A,null,null,null,null,Salpicaderas traseras Corolla SRP,mdgrd-corolla-rear-srp-toyota-pk389-12l00-tr-pk38912l00tr
PT9380214002,"Molding, Body Side, Black Sand Pearl - Toyota (PT938-02140-02)",null,Toyota,Bsm Corolla 209 Blac,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the vehicle’s exterior..",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/bb6397a86e41d67a030012f7031e0e86.webp,https://s3.amazonaws.com/rp-part-images/assets/3c83dcd3cbc13a72c02afe27c05c491c.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Bsm Corolla 209 Negro,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del vehículo.",null,null,null,"Moldura lateral, negro perlado Black Sand",molding-body-side-black-sand-pearl-toyota-pt938-02140-02-pt9380214002
PT9380214003,"Molding, Body Side, Barcelona Red Metallic - Toyota (PT938-02140-03)",null,Toyota,Bsm Corolla 3R3 Red,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the vehicle’s exterior..",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/8ac32ee1f6f06bf60a56ee37ee771b39.webp,https://s3.amazonaws.com/rp-part-images/assets/3aa156f025f5e07dea43504e7094be47.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Bsm Corolla 3R3 Rojo,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del vehículo.",null,null,null,"Moldura lateral, rojo metálico Barcelona",molding-body-side-barcelona-red-metallic-toyota-pt938-02140-03-pt9380214003
PT9384716020,"Molding, Body Side, Blizzard Pearl - Toyota (PT938-47160-20)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/37a57a236018be21941e18527a3fae6c.webp,https://s3.amazonaws.com/rp-part-images/assets/ab2519bce08e2fc63572d625ba246454.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, Blizzard Pearl",molding-body-side-blizzard-pearl-toyota-pt938-47160-20-pt9384716020
PT9380214021,"Molding, Body Side, Magnetic Gray Metallic - Toyota (PT938-02140-21)",null,Toyota,Door Molding,"Help protect against careless door swings, runaway shopping carts and other parking lot mishapsStreamlined to complement Corolla’s stylingExactly matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/fe94ac877f30e361b1c845893b170189.webp,https://s3.amazonaws.com/rp-part-images/assets/244ec85b01826fd7d0fc5b6ee7733925.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Door Molding,"Ayuda a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos. Diseñadas para complementar el estilo del Corolla, exactamente igualadas al acabado de pintura exterior.",null,null,null,"Moldura lateral, gris magnético",molding-body-side-magnetic-gray-metallic-toyota-pt938-02140-21-pt9380214021
PT9380214022,"Molding, Body Side, Galactic Aqua Mica - Toyota (PT938-02140-22)",null,Toyota,Bsm Corolla 221 Black,"Help protect against careless door swings, runaway shopping carts and other parking lot mishapsStreamlined to complement Corolla’s stylingExactly matched to the exterior paint finish.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/81c6fc6dd2584825942193d10ab86354.webp,https://s3.amazonaws.com/rp-part-images/assets/54602afce9a97029b9809226c904b4eb.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Bsm Corolla 221 Negro,"Ayuda a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos. Diseñadas para complementar el estilo del Corolla, exactamente igualadas al acabado de pintura exterior.",null,null,null,"Moldura lateral, azul mica Galactic Aqua",molding-body-side-galactic-aqua-mica-toyota-pt938-02140-22-pt9380214022
PT9384213011,"Molding, Body Side, Magnetic Gray Metallic - Toyota (PT938-42130-11)",null,Toyota,Mold Body S RAV4 1G3,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the RAV4's exterior.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/e516d1f2947d4c68d64bcfe4b8040af6.webp,https://s3.amazonaws.com/rp-part-images/assets/f4521e060ffed0916f723f1e9153a248.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Mold Body S RAV4 1G3,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del RAV4.",null,null,null,"Moldura lateral, gris magnético",molding-body-side-magnetic-gray-metallic-toyota-pt938-42130-11-pt9384213011
PT9384716001,"Molding, Body Side, Classic Silver Metallic - Toyota (PT938-47160-01)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/835ac941cf1be33da2114db0fcec487c.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, plata metálica Classic",molding-body-side-classic-silver-metallic-toyota-pt938-47160-01-pt9384716001
PT9384716002,"Molding, Body Side, Midnight Black Metallic - Toyota (PT938-47160-02)",null,Toyota,Door Molding,"New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/88200155cda10aece5d0e01031867926.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"El diseño bicolor presenta el color exterior con acento en Piano Black. Ayuda a proteger las puertas exteriores contra rayones, abolladuras y desconchaduras de pintura. Diseñado para complementar el estilo del Prius. Juego de cuatro piezas.",null,null,null,"Moldura lateral, negro metálico Midnight",molding-body-side-midnight-black-metallic-toyota-pt938-47160-02-pt9384716002
PT9384716011,"Molding, Body Side, Magnetic Gray Metallic - Toyota (PT938-47160-11)",null,Toyota,Door Molding,"Uniquely designed, two-tone body side moldings feature the vehicle?s exterior Color with Piano Black accent.\
 Help protect against careless door swings, runaway shopping carts and other parking lot mishaps\
 \
\
          \
          Fits Prius, Prius PrimeColor: Magnetic Gray Metallic Color Code: 01G3 Finish: Painted Location: Mid Door NUMBER OF DoorS: 4 Number of Pieces: 4 \
          \
          Front and rear, gray metallic. New two-tone design features exterior color with Piano Black accentHelps provide exterior door protection from scratches, dents and chippingStreamlined to complement Prius stylingExactly matched to the exterior paint finishSet of four.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/f92d8fc12db8d46b561e8b87ad8b8680.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Moldura de puerta,"Las molduras laterales bicolor incluyen el color exterior del vehículo con un acento en Piano Black. Ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances en estacionamientos.",null,null,null,"Moldura lateral, gris magnético",molding-body-side-magnetic-gray-metallic-toyota-pt938-47160-11-pt9384716011
PT9380214010,"Molding, Body Side, Super White - Toyota (PT938-02140-10)",null,Toyota,Bsm Corolla 040 Whit,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the vehicle’s exterior..",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/d7cceb10e08dce9b5051ebd2e9e9beb5.webp,https://s3.amazonaws.com/rp-part-images/assets/3b9f457829b9c3b2b9531ff94d7f8f6a.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Bsm Corolla 040 Blanco,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del vehículo.",null,null,null,"Moldura lateral, blanco Super White",molding-body-side-super-white-toyota-pt938-02140-10-pt9380214010
PT29A4723001,"Molding, Body Side, Silver - Toyota (PT29A-47230-01)",195.79,Toyota,Prs Bsm 1L0 Silver,"Color-matched body side moldings help protect your Prius while adding a little extra exterior style. Help protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/57e6853e90c467bf2356a9cebb7c0c89.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 1L0 plata,"Las molduras laterales color-matched ofrecen protección adicional contra golpes y rayones, mientras añaden un estilo elegante al vehículo.",null,null,null,"Moldura lateral, color plata",molding-body-side-silver-toyota-pt29a-47230-01-pt29a4723001
PT9380214011,"Molding, Body Side, Slate Metallic - Toyota (PT938-02140-11)",null,Toyota,Bsm Corolla 1F9 Gray,"Body side moldings help protect against careless door swings, renegade shopping carts and other unfortunate parking lot mishaps. These color-matched moldings add a touch of style to the vehicle’s exterior..",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/cf324d4b23489135051a239ca3e1dbc0.webp,https://s3.amazonaws.com/rp-part-images/assets/2667316d4048ea9ec6c326ebea116d61.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,120,4,960,1,null,Bsm Corolla 1F9 Gris,"Las molduras laterales ayudan a proteger contra golpes descuidados de puertas, carritos de compras descontrolados y otros percances desafortunados en estacionamientos. Estas molduras combinadas en color añaden un toque de estilo al exterior del vehículo.",null,null,null,"Moldura lateral, gris Slate (1F9)",molding-body-side-slate-metallic-toyota-pt938-02140-11-pt9380214011
PT29A4723003,"Molding, Body Side, Red - Toyota (PT29A-47230-03)",195.79,Toyota,Prs Bsm 3U5 Red,"Uniquely designed two-tone body side moldings feature the vehicle's exterior color with Piano Black accentHelp protect against careless door swings, runaway shopping carts and other parking lot mishaps.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/7234a762b8254a548e572fa46170c87d.webp,https://s3.amazonaws.com/rp-part-images/assets/015d791b79ae94e4ad777884f5cde12d.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,120,5,6000,1.2,null,Prius moldura lateral 3U5 rojo,Las molduras laterales de dos tonos presentan un color exterior combinado con un acento negro piano. Ayudan a proteger contra golpes de puertas y percances en estacionamientos.,null,null,null,"Moldura lateral, color rojo",molding-body-side-red-toyota-pt29a-47230-03-pt29a4723003
PT76735100,Taco Roof Rack - Toyota (PT767-35100),1120.00,Toyota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,150,5,7500,3.5,null,null,null,null,null,null,Portaequipajes de techo Tacoma,taco-roof-rack-toyota-pt767-35100-pt76735100
